Listagem de Operadores Radiofónicos e respetivos Serviços de Programas ativos a 01 de setembro de 2026,,,,,,,,,,,,,,,,,,,,,,,,,
NÚMERO DE REGISTO,DATA DE INSCRIÇÃO,DESIGNAÇÃO SOCIAL OPERADOR,MORADA OPERADOR,CÓDIGO POSTAL ,LOCALIDADE ,CONCELHO ,DISTRITO ,REGIÃO AUTÓNOMA PROP (DESIGNAÇÃO SOCIAL) (LIVROS DE REGISTOS),SERVIÇO DE PROGRAMAS DE RÁDIO,MORADA,CÓDIGO POSTAL,LOCALIDADE,CONCELHO,DISTRITO,REGIÃO AUTÓNOMA ESTUDIO,FREQUÊNCIA,CONTEÚDO (TIPO PROGRAMAÇÃO),ÁREA DE COBERTURA,DISTRITO DE LICENCIAMENTO,CONCELHO DE LICENCIAMENTO,RESPONSÁVEL PROGRAMAÇÃO,RESPONSÁVEL INFORMAÇÃO,NOME CANAL PROGRAMAS (PS),ENDEREÇO DE CORREIO ELETRÓNICO,DATA DE VALIDADE
423139,27-09-2002,"Rádio Clube de Grândola, CRL","Largo Zeca Afonso, Lt. 17",7570-133,Grândola,Grândola,Setúbal,,Rádio Clube de Grândola,"Largo Zeca Afonso, Lt. 17",7570-133,Grândola,Grândola,Setúbal,,91.3,Generalista,Local,Setúbal,Grândola,Carlos Manuel Rita Campos,Carlos Manuel Rita Campos,,geral@rcg.pt,05-03-2039
423140,08-10-2002,Meia Maratona Internacional da Nazaré - Associação de Cultura e Desporto,"R. Dr. António Duarte Pimpão, Lt. 37/38 (Apartado 33)",2450-170,Nazaré,Nazaré,Leiria,,Rádio Nazaré,"R. Dr. António Duarte Pimpão, Lt. 37/38 Loja J",2450-170,Nazaré,Nazaré,Leiria,,100.6,Generalista,Local,Leiria,Nazaré,Maria de Fátima Vidinha Melo,Rodrigo Miguel Mendes Fialho,NAZAREFM,nazareradio@gmail.com,11-06-2039
423141,22-10-2002,"Empresa Editora Cidade de Tomar, Lda.","Praça da República, 2",2300-550,Tomar,Tomar,Santarém,,Rádio Cidade de Tomar,"Travessa da Cascalheira, 27",2300-522,Tomar,Tomar,Santarém,,90.5,Generalista,Local,Santarém,Tomar,Manuel Silvério Garcia Esparteiro,Elsa Maria Rosa Lourenço,,radio@cidadetomar.pt,08-05-2039
423141,22-10-2002,"Empresa Editora Cidade de Tomar, Lda.","Praça da República, 2",2300-550,Tomar,Tomar,Santarém,,Vila de Rei - FM,"Travessa da Cascalheira, 27",2300-522,Tomar,Tomar,Santarém,,103.2,Generalista,Local,Castelo Branco,Vila de Rei,Manuel Silvério Garcia Esparteiro,Elsa Maria Rosa Lourenço,,radio@cidadetomar.pt,13-06-2040
423143,30-10-2002,"Rádio Ourique, Lda.","R. de Armação de Pêra, 25",7670-259,Ourique,Ourique,Beja,,Rádio Ourique,"Av. D. João VI, 105, R/C Dto.",8700-145,Olhão,Olhão,Faro,,94.2,Generalista,Local,Beja,Ourique,Dário Simão,José Martins,OURIQUE,radioourique94.2fm@gmail.com,13-06-2040
423145,15-11-2002,"CR - Comunicação Regional, Lda.","Travessa da Cascalheira, 27, R/C",2300-522,Tomar,Tomar,Santarém,,Rádio RCE - Golegã,"Travessa da Cascalheira, 27",2300-522,Tomar,Tomar,Santarém,,88.4,Generalista,Local,Santarém,Golegã,José António Fernandes,Elsa Lourenço,,manuelesparteiro@gmail.com,22-12-2039
423146,18-11-2002,"Basminho - Publicidade, Lda.","R. Venâncio Gonçalves Pereira, 23",4860-416,Refojos de Basto,Cabeceiras de Basto,Braga,,Rádio Voz de Basto,"R. Venâncio Gonçalves Pereira, 23",4860-416,Refojos de Basto,Cabeceiras de Basto,Braga,,100.6,Generalista,Local,Braga,Cabeceiras de Basto,Manuel da Costa Ribeiro,Paulo Vilela Azevedo,VOZBASTO,geral@rvbasto.com,05-03-2039
423146,18-11-2002,"Basminho - Publicidade, Lda.","R. Venâncio Gonçalves Pereira, 23",4860-416,Refojos de Basto,Cabeceiras de Basto,Braga,,Rádio Voz do Marão,"Largo de São Pedro, 3",5000-605,Vila Real,Vila Real,Vila Real,,96.3,Generalista,Local,Vila Real,Vila Real,Manuel José Teixeira Leite Veiga,Paulo Vilela Azevedo,VOZMARAO,geral@rvbasto.com,08-05-2039
423147,21-11-2002,"Rádio Renascença, Lda.","Quinta do Bom Pastor, Estrada da Buraca, 8-12",1549-025,Lisboa,Lisboa,Lisboa,,Mega Hits,"Quinta do Bom Pastor, Estrada da Buraca, 8-12",1549-025,Lisboa,Lisboa,Lisboa,,92.4,Temático - Musical,Local,Lisboa,Lisboa,Nelson de Carvalho Cunha,José Pedro Leal Gonçalves,MEGAHITS,paula.matos@rmultimedia.pt,05-03-2039
423147,21-11-2002,"Rádio Renascença, Lda.","Quinta do Bom Pastor, Estrada da Buraca, 8-12",1549-025,Lisboa,Lisboa,Lisboa,,Mega Hits Viseu,"Quinta do Bom Pastor, Estrada da Buraca, 8-12",1549-025,Lisboa,Lisboa,Lisboa,,106.4,Temático - Musical,Local,Viseu,Viseu,Nelson de Carvalho Cunha,José Pedro Leal Gonçalves,MEGA VIS,paula.matos@rmultimedia.pt,08-05-2039
423147,21-11-2002,"Rádio Renascença, Lda.","Quinta do Bom Pastor, Estrada da Buraca, 8-12",1549-025,Lisboa,Lisboa,Lisboa,,Renascença,"Quinta do Bom Pastor, Estrada da Buraca, 8-12",1549-025,Lisboa,Lisboa,Lisboa,,92.1MHz,Generalista,Nacional,,,José Pedro Leal Gonçalves,José Pedro Leal Gonçalves,RR,paula.matos@rmultimedia.pt,28-12-2040
423147,21-11-2002,"Rádio Renascença, Lda.","Quinta do Bom Pastor, Estrada da Buraca, 8-12",1549-025,Lisboa,Lisboa,Lisboa,,RFM,"Quinta do Bom Pastor, Estrada da Buraca, 8-12",1549-025,Lisboa,Lisboa,Lisboa,,93.2MHz,Generalista,Nacional,,,António Manuel Campos Mendes,José Pedro Leal Gonçalves,RFM,paula.matos@rmultimedia.pt,28-12-2040
423148,02-12-2002,"Cooperativa de Informação e Cultura Rádio Vinhais, CRL"," Rua dos Frades, nº 12 A - Edificio Antiga Escola Primária",5320-331,Vinhais,Vinhais,Bragança,,Rádio Vinhais," Rua dos Frades, nº 12 A - Edificio Antiga Escola Primária",5320-331,Vinhais,Vinhais,Bragança,,100.5,Generalista,Local,Bragança,Vinhais,Amândio José Rodrigues,Fernando Jorge Pires,R.VINHAI,radiovinhais@gmail.com,29-03-2039
423149,16-12-2002,"Atlantirádio, Sociedade de Radiodifusão, Lda.","R. Bento José Morais, 23 - 5º Sul",9500-772,Ponta Delgada,Ponta Delgada,Ilha de São Miguel,Região Autónoma dos Açores,Rádio Atlântida,"Rua Bento José Morais, 23 - 5.º Sul",9500-772,Ponta Delgada,Ponta Delgada,Ilha de São Miguel,Região Autónoma dos Açores,88.5,Generalista,Local,Ilha de São Miguel,Ponta Delgada,Carlos Alberto Pires Antunes,Cristina Cabral Silva,ATLANTDA,ruibotelho@radioatlantida.net,05-03-2039
423150,26-12-2002,"Rádio Hiper FM, Lda.","Praça da República, 4 - 13º",2040-320,Rio Maior,Rio Maior,Santarém,,Rádio Hiper FM,"Praça. da República, 4 - 13º",2040-320,Rio Maior,Rio Maior,Santarém,,104.6,Generalista,Local,Santarém,Rio Maior,Casimiro Ferreira Lopes,Miguel Catarino,HIPER FM,geral@hiper.fm,11-06-2039
423151,28-01-2003,"RTM - Rádio e Televisão do Minho, Lda.","Av. Robert Smith, Centro de Serviços Domus Qualitas, 31",4715-249,Braga,Braga,Braga,,Mega Hits Braga,"Av. Robert Smith, Centro de Serviços Domus Qualitas, 31",4715-249,Braga,Braga,Braga,,92.9,Temático - Musical,Local,Braga,Braga,Ernesto Nelson de Carvalho Cunha,Pedro Leal,RC-MINHO,ncalado@hydra.pt,08-05-2039
423152,28-02-2003,"Benedita FM - Produções Radiofónicas, Lda.",R. Alto da Vila,2475-107,Benedita,Alcobaça,Leiria,,Benedita FM,"R. da Rádio, 4 - Apartado 118",2475-999,Benedita,Alcobaça,Leiria,,88.1,Generalista,Local,Leiria,Alcobaça,Elvis Raimundo,Elvis Raimundo,BENEDITA,geral@beneditafm.pt,08-05-2039
423154,27-03-2003,"Rádio Regional de Aveiro - Empresa de Radiodifusão, Lda.","R. António Luís Gomes, 138-C",4400-125,Vila Nova de Gaia,Vila Nova de Gaia,Porto,,Mega Hits Aveiro,"R. António Luís Gomes, 138-C",4400-125,Vila Nova de Gaia,Vila Nova de Gaia,Porto,,96.5,Temático - Musical,Local,Aveiro,Aveiro,Nelson de Carvalho Cunha,José Pedro Leal Gonçalves,AVEIRO F,paula.matos@rcom.pt,08-05-2039
423155,27-03-2003,"Guimapress, S.A.","R. Dr. José Sampaio, 264",4810-275,Guimarães,Guimarães,Braga,,Rádio Santiago,"R. Dr. José Sampaio, 264",4810-275,Guimarães,Guimarães,Braga,,98.0,Generalista,Local,Braga,Guimarães,Américo Rui Faria Simões,Joaquim António Pereira Fernandes,SANTIAGO,,29-03-2039
423156,27-03-2003,"Infor Barroso - Informação, Lda","Travessa do Pólo Norte, 6 - 1.º Esq.",5470-251,Montalegre,Montalegre,Vila Real,,Rádio Montalegre,"Travessa do Pólo Norte, 6 - 1º Esq",5470-251,Montalegre,Montalegre,Vila Real,,97.5,Generalista,Local,Vila Real,Montalegre,Maria José Afonso da Silva Costa Tinoco,Maria de Fátima dos Santos Teixeira Monteiro,MONTELGR,director@radiomontalegre.net,29-03-2039
423157,16-04-2003,"Tavirádio - Cooperativa de Radiodifusão, C.R.L.",R. dos Pelames - Terminal Rodoviário - 1º,8800-411,Tavira,Tavira,Faro,,Rádio Horizonte Algarve,R. dos Pelames - Terminal Rodoviário - 1º,8800-411,Tavira,Tavira,Faro,,96.9,Generalista,Local,Faro,Tavira,Deonilde Martins,Ademar Dias,HORIZONT,deonilde.p.martins@gmail.com,21-05-2039
423158,16-04-2003,"Paivimo, Unipessoal, Lda.","R. Fausto Nunes Dias, 5",2600-145,Vila Franca de Xira,Vila Franca de Xira,Lisboa,,Ultra FM,"R. Fausto Nunes Dias, 5",2600-145,Vila Franca de Xira,Vila Franca de Xira,Lisboa,,88.2,Generalista,Local,Lisboa,Vila Franca de Xira,Luís Miguel Jacinto dos Santos,David Paulo Gouveia Martins,ULTRAFM,geral@ultrafm.pt,08-05-2039
423160,05-05-2003,"Sons da Botaréu - Actividades de Rádio, Unipessoal, Lda.","Rua José Sucena, 120 - 3.º E	",3750-157,Águeda,Águeda,Aveiro,,Rádio Botareu,"Rua José Sucena, 120 - 3.º E",3750-157,Águeda,Águeda,Aveiro,,100,Generalista,Local,Aveiro,Águeda,Ricardo Manuel Dias Abrantes,Ricardo Manuel Dias Abrantes,BOTAREU,radiobotareu@gmail.com,21-05-2039
423161,16-05-2003,"Record FM - Sociedade de Meios Audiovisuais de Sintra, Unipessoal Lda.","R. Dr. Coutinho Pais, 25 A/25B",2770-180,Terrugem,Oeiras,Lisboa,,Maiorca FM,"R. Dr. Coutinho Pais, 25 A",2770-180,Terrugem,Oeiras,Lisboa,,92.1,Generalista,Local,Coimbra,Figueira da Foz,José Paulo do Carmo O. A. Peres,José Manuel Duarte de Matos,MAIORCA,geral@recordfm.pt,08-05-2039
423161,16-05-2003,"Record FM - Sociedade de Meios Audiovisuais de Sintra, Unipessoal Lda.","R. Dr. Coutinho Pais, 25 A/25B",2770-180,Terrugem,Oeiras,Lisboa,,Record FM,"R. Coutinho Pais, 25-A/B",2770-180,Terrugem,Oeiras,Lisboa,,107.7,Generalista,Local,Lisboa,Sintra,José Paulo do Carmo Peres,José Manuel Duarte de Matos,RECORD,geral@recordfm.pt,29-03-2039
423161,16-05-2003,"Record FM - Sociedade de Meios Audiovisuais de Sintra, Unipessoal Lda.","R. Dr. Coutinho Pais, 25 A/25B",2770-180,Terrugem,Oeiras,Lisboa,,Record Leiria,"Quinta do Amparo, Lt. 4 - R/C Esq.",2415-396,Leiria,Leiria,Leiria,,101.4,Generalista,Local,Leiria,Leiria,José Paulo do Carmo Peres,José Manuel Duarte de Matos,RECORD L,geral@recordfm.pt,08-05-2039
423162,16-05-2003,"Mediaborba - Sociedade de Comunicação Social, Unipessoal, Lda.","R. Fernão Penteado, 20",7150-128,Borba,Borba,Évora,,Rádio Borba,"R. Fernão Penteado, 20",7150-128,Borba,Borba,Évora,,93.8,Generalista,Local,Évora,Borba,Ângelo João Guarda Verdades de Sá,Pedro Duarte Abelho Grego Esteves,,mediaborba@gmail.com,05-03-2039
423163,16-05-2003,"Rádio Voz da Raia, Sociedade Unipessoal, Lda.",Convento de Stº António,6090-547,Penamacor,Penamacor,Castelo Branco,,Rádio Voz da Raia,Convento de Santo António,6090-547,Penamacor,Penamacor,Castelo Branco,,87.7,Temático - Musical,Local,Castelo Branco,Penamacor,Luís Teixeira,--,RADIO VO,radiovozdaraia@gmail.com,29-03-2039
423164,19-05-2003,Associação Cultural Regional do Zêzere,"R. Manuel Dias Ferreira, 44 - Edificio Casa do Povo",2240-357,Ferreira do Zêzere,Ferreira do Zêzere,Santarém,,Emissor Regional do Zêzere,"R. Manuel Dias Ferreira, 44 - Edificio Casa do Povo",2240-357,Ferreira do Zêzere,Ferreira do Zêzere,Santarém,,102.7,Generalista,Local,Santarém,Ferreira do Zêzere,Rui Antunes,António Augusto Godinho e Freitas,ERZ--FZZ,emissorregionalzezere@gmail.com,10-06-2039
423165,27-05-2003,"Bastomédia - Produções de Rádio e Espectáculos, Lda.",Crespos,4890-264,Celorico de Basto,Celorico de Basto,Braga,,Rádio Região de Basto,Crespos - Britelo,4890-264,Celorico de Basto,Celorico de Basto,Braga,,105.6,Generalista,Local,Braga,Celorico de Basto,Fernando Teixeira Machado,Ana Bárbara Ferreira Mesquita Rola Pereira,RRBASTO,rrb@radioregiaodebasto.com,05-03-2039
423167,05-06-2003,"Socirol - Sociedade de Radiodifusão Limiana, Lda.","R. General Norton de Matos, 647",4990-118,Ponte de Lima,Ponte de Lima,Viana do Castelo,,Rádio Ondas do Lima,"R. General Norton de Matos, 38",4990-118,Ponte de Lima,Ponte de Lima,Viana do Castelo,,95.0,Generalista,Local,Viana do Castelo,Ponte de Lima,António Abílio Barros Sá Lima,António Alberto Tovela Frias Tavares,R O L,radio@ondasdolima.pt,21-05-2039
423168,05-06-2003,"Rádio Pax - Cooperativa de Serviços, CRL","R. de Angola, T. C - 11º",7800-468,Beja,Beja,Beja,,Rádio Pax,"R. de Angola, Torre C - 11º",7800-468,Beja,Beja,Beja,,101.4,Generalista,Local,Beja,Beja,António Lúcio Fraústo,António Lúcio Fraústo,PAX BEJA,claudiahilario7@gmail.com,21-05-2039
423171,23-06-2003,"Cooperativa Rádio Ansiães, CRL","R. Tenente Aviador Melo Rodrigues, 324",5140-100,Carrazeda de Ansiães,Carrazeda de Ansiães,Bragança,,Rádio Ansiães,"R. Tenente Aviador Melo Rodrigues, 324",5140-100,Carrazeda de Ansiães,Carrazeda de Ansiães,Bragança,,98.1,Generalista,Local,Bragança,Carrazeda de Ansiães,Filipe Ricardo Magalhães de Carvalho,Eduardo António Pinto,ANSIAES,almanuelpinto@radioansiaes.pt,22-12-2039
423172,27-06-2003,"Rádio 100 - Sociedade de Produções Audiovisuais, Lda.","Praceta Salgueiro Maia, 9/10",2080-049,Almeirim,Almeirim,Santarém,,RES FM,"Pcta Salgueiro Maia, 9/10",2080-049,Almeirim,Almeirim,Santarém,,107.9,Temático - Musical,Local,Santarém,Alpiarça,Filipe Gonçalo Fernandes Charama,Sérgio António Baptista Teodósio,,res.radio.fm@gmail.com,22-12-2039
423173,27-06-2003,"Rádio Bonfim - Produções Audiovisuais, Lda","Pcta. Salgueiro Maia, 9 e 10",2080-049,Almeirim,Almeirim,Santarém,,Rádio Bonfim,"Pcta. Salgueiro Maia, 9 e 10",2080-049,Almeirim,Almeirim,Santarém,,104.9,Generalista,Local,Santarém,Chamusca,Maria de Fátima Charana,Sérgio António Teodósio,,admin@radiobonfim.com,05-03-2039
423174,27-06-2003,"Pacheco & Freitas, Lda.","R. Nova dos Prestes, 17 - 2º Dto",9500-716,São Roque,Ponta Delgada,Ilha de São Miguel,Região Autónoma dos Açores,Rádio Vila Franca,"R. de Lisboa, 12 H, 3º Dto",9500-216,Ponta Delgada,Ponta Delgada,Ilha de São Miguel,Região Autónoma dos Açores,105,Generalista,Local,Ilha de São Miguel,Vila Franca do Campo,Tânia Claudia Freitas Medeiros Lourenço,Filipe Miguel Machado Malta,,radio105fmacores@gmail.com,22-05-2026
423175,27-06-2003,"Costa & Osório, Unipessoal, Lda.","R. Manuel José Medeiros, 5",9650-425,Povoação,Povoação,Ilha de São Miguel,Região Autónoma dos Açores,Canal FM,"R. Manuel Augusto Amaral, 1-D - 2.º Dto.",9500-222,Ponta Delgada,Ponta Delgada,Ilha de São Miguel,Região Autónoma dos Açores,91,Generalista,Local,Ilha de São Miguel,Povoação,Mário Travanca,Mário Travanca,CANAL FM,mariotravanca@canal.fm,12-02-2041
423175,27-06-2003,"Costa & Osório, Unipessoal, Lda.","R. Manuel José Medeiros, 5",9650-425,Povoação,Povoação,Ilha de São Miguel,Região Autónoma dos Açores,Canal FM Centro,"R. Manuel Augusto Amaral, 1-D - 2º Dto.",9500-222,Ponta Delgada,Ponta Delgada,Ilha de São Miguel,Região Autónoma dos Açores,100.5,Generalista,Local,Ilha de São Jorge,Calheta (São Jorge),Mário Travanca,Mário Travanca,,mariotravanca@canal.fm,27-03-2041
423177,04-07-2003,"Rádio Clube da Feira, Emissor das Terras de Sta. Maria, CRL","Av. 5 de Outubro, 12",4520-162,Santa Maria da Feira,Santa Maria da Feira,Aveiro,,Rádio Clube da Feira,"Av. 5 de Outubro, 12",4520-162,Santa Maria da Feira,Santa Maria da Feira,Aveiro,,104.7,Generalista,Local,Aveiro,Santa Maria da Feira,Rufino Ribeiro,Paulo Sérgio Gonçalves,,radioclubedafeira@gmail.com,08-05-2039
423178,11-07-2003,"Cincup - Cooperativa de Informação e Cultura de Porto de Mós, C.R.L.","R. Mestre de Aviz, 1, R/C D",2480-339,Porto de Mós,Porto de Mós,Leiria,,Rádio D. Fuas,"R. Mestre de Aviz, 1, R/C D",2480-339,Porto de Mós,Porto de Mós,Leiria,,100.1,Generalista,Local,Leiria,Porto de Mós,Luís Carvalho,Jéssica Moás de Sá,DOM FUAS,oportomosense@gmail.com,29-03-2039
423179,11-07-2003,"Mafra FM - Cooperativa de Radiodifusão, CRL","Av. 25 de Abril, Edif. Municipal de Serviços - Loja do Cidadão, Piso 3",2640-456,Mafra,Mafra,Lisboa,,RCM-Rádio do Concelho de Mafra,"Av. 25 de Abril, Edf. Municipal de Serviços - Loja do Cidadão, Piso 3",2640-456,Mafra,Mafra,Lisboa,,105.6,Generalista,Local,Lisboa,Mafra,Jorge Humberto Santos Carnaxide,Evaristo António Gonçalves Nunes Forte,RCMAFRA,mafrafm@rcmafra.pt,05-03-2039
423180,11-07-2003,"Verbum Media - Comunicação, Lda.","PQ. Industrial da Zona Oeste, lote 11, Ribeira dos Socorridos",9304-005,Câmara de Lobos,Câmara de Lobos,Ilha da Madeira,Região Autónoma da Madeira,Santana FM,"PQ. Industrial da Zona Oeste, lote 11, Ribeira dos Socorridos",9304-005,Câmara de Lobos,Câmara de Lobos,Ilha da Madeira,Região Autónoma da Madeira,92.5,Generalista,Local,Ilha da Madeira,Santana,Miguel Amaro Melim Guarda,Miguel Amaro Melim Guarda,SANTANA,santanafm@gmail.com,22-05-2041
423181,17-07-2003,Associação Rádio Universitária do Algarve,Horta do Ferragial Lt.16 - A,8000-544,Faro,Faro,Faro,,Rua FM,Horta do Ferragial Lt. 16 - A,8000-544,Faro,Faro,Faro,,102.7,Universitário,Local,Faro,Faro,Pedro Miguel Custódio Duarte,Pedro Miguel Custódio Duarte,RUA FM,ruafm@rua.pt,27-11-2027
423182,17-07-2003,"Rádio Sem Fronteiras - Sociedade de Radiodifusão, S.A.","R. Dr. Coutinho Pais, 25 - A",2770-180,Terrugem,Oeiras,Lisboa,,Rádio Linear,"R. Raimundo de Carvalho, 242 R/C, escrit.1",4430-185,Vila Nova de Gaia,Vila Nova de Gaia,Porto,,88.6,Generalista,Local,Porto,Vila do Conde,José Paulo do Carmo O. A. Peres,José Matos,LINEAR,geral@recordfm.pt,08-05-2039
423182,17-07-2003,"Rádio Sem Fronteiras - Sociedade de Radiodifusão, S.A.","R. Dr. Coutinho Pais, 25 - A",2770-180,Terrugem,Oeiras,Lisboa,,Rádio Positiva,"R. Doutor José Espírito Santo, 36",1950-097 Lisboa,Marvila,Lisboa,Lisboa,,95.0,Temático - Musical,Local,Lisboa,Oeiras,José Paulo do Carmo Peres,José Manuel Duarte de Matos,POSITIVA,geral@recordfm.pt,29-03-2039
423184,12-08-2003,"Rádio Clube (Madeira), Lda.","R. dos Estados Unidos da América, 146-150",9000-090,Funchal,Funchal,Ilha da Madeira,Região Autónoma da Madeira,Rádio Clube,"R. dos Estados Unidos da América, 146-150",9000-090,Funchal,Funchal,Ilha da Madeira,Região Autónoma da Madeira,106.8,Generalista,Local,Ilha da Madeira,Funchal,Nuno Agostinho,José Ferdinando Alves,R-CLUBE,recepcao@somagesconta.pt,29-03-2039
423185,12-08-2003,"Cooperativa Rádio Vouzela, CRL","Zona Indústrial Monte Cavalo, Lote 1",3670-272,Monte Cavalo,Vouzela,Viseu,,Rádio Vouzela,"Zona Industrial Monte Cavalo, Lt. 1",3670-272,Monte Cavalo,Vouzela,Viseu,,94.6,Generalista,Local,Viseu,Vouzela,Arsénio Saraiva Martins,Sandra Rodrigues,VFM,direccao.vfm@gmail.com,29-03-2039
423186,12-08-2003,"Ramos, Marques e Vasconcelos, Lda",Sítio da Bemposta - Complexo Habit. Ap. A1 e A2,9200-012,Bemposta,Machico,Ilha da Madeira,Região Autónoma da Madeira,Rádio Festival Madeira,"R. dos Estados Unidos da América, 146 - 150",9004-504,Funchal,Funchal,Ilha da Madeira,Região Autónoma da Madeira,98.4,Generalista,Local,Ilha da Madeira,Ribeira Brava,Rogério Xavier Capelo,José Ferdinando Vieira Rodrigues Alves,,recepcao@somagesconta.pt,05-03-2039
423186,12-08-2003,"Ramos, Marques e Vasconcelos, Lda",Sítio da Bemposta - Complexo Habit. Ap. A1 e A2,9200-012,Bemposta,Machico,Ilha da Madeira,Região Autónoma da Madeira,Rádio Palmeira,"Sítio da Bemposta, Complexo Habit., Ap. A1 e A2",9200-012,Bemposta,Machico,Ilha da Madeira,Região Autónoma da Madeira,96.1,Generalista,Local,Ilha da Madeira,Santa Cruz,Rogério Xavier Capelo,José Ferdinando Vieira Rodrigues Alves,,recepcao@somagesconta.pt,05-03-2039
423186,12-08-2003,"Ramos, Marques e Vasconcelos, Lda",Sítio da Bemposta - Complexo Habit. Ap. A1 e A2,9200-012,Bemposta,Machico,Ilha da Madeira,Região Autónoma da Madeira,Rádio Sol,Sítio das Murteiras - Canha,9360-354,Canhas,Ponta do Sol,Ilha da Madeira,Região Autónoma da Madeira,103.7,Generalista,Local,Ilha da Madeira,Ponta do Sol,Rogério Xavier Capelo,José Ferdinando Vieira Rodrigues Alves,,recepcao@somagesconta.pt,05-03-2039
423186,12-08-2003,"Ramos, Marques e Vasconcelos, Lda",Sítio da Bemposta - Complexo Habit. Ap. A1 e A2,9200-012,Bemposta,Machico,Ilha da Madeira,Região Autónoma da Madeira,Rádio Zarco,"Sítio da Bem Posta, Complexo Habit., Ap. A1 e A2",9200-012,Bemposta,Machico,Ilha da Madeira,Região Autónoma da Madeira,89.6,Generalista,Local,Ilha da Madeira,Machico,Rogério Xavier Capelo,José Ferdinando Vieira Rodrigues Alves,,recepcao@somagesconta.pt,05-03-2039
423187,12-08-2003,Rádio Universidade de Coimbra - Associação Académica de Coimbra,"R. Pe. António Vieira, 1, 3º andar, Edf. AAC",3000-315,Coimbra,Coimbra,Coimbra,,Rádio Universidade de Coimbra,"R. Pe. António Vieira, Edf. AAC",3000-315 Coimbra,Coimbra,Coimbra,Coimbra,,107.9,Generalista,Local,Coimbra,Coimbra,Poe Oleksandr Narovatkin,Helena Catarina Fernandes Pais,RUC,admin@ruc.pt,29-03-2039
423188,12-08-2003,"Antena Nove, CRL","R. de S. João, 38-B",9900-129,Horta,Horta,Ilha do Faial,Região Autónoma dos Açores,Antena Nove,"R. de S. João, 38-B",9900-129,Horta,Horta,Ilha do Faial,Região Autónoma dos Açores,91.3,Generalista,Local,Ilha do Faial,Horta,José Manuel Silveira Lemos,Ulisses Rosa,ANTENA 9,radioantenanove@sapo.pt,05-03-2039
423189,12-08-2003,"Publidifusão, Sociedade de Radiodifusão e Publicidade, Lda.","Travessa do Olival, 6",2685-086,Sacavém,Loures,Lisboa,,Rádio Orbital,"Travessa do Olival, 6",2685-086,Sacavém,Loures,Lisboa,,101.9,Temático - Musical,Local,Lisboa,Loures,Álvaro José Rodrigues de Sousa,-,ORBITAL,orbital@orbital.pt,29-03-2039
423190,14-08-2003,Cooperativa Santo André Rádio e Cultura CRL,"Bairro da Ferreira, 36",3350-074,Bairro da Ferreira,Vila Nova de Poiares,Coimbra,,Antena Mundial,"Bairro da Ferreira, 36",3350-074,Bairro da Ferreira,Vila Nova de Poiares,Coimbra,,100.5,Generalista,Local,Coimbra,Vila Nova de Poiares,Nuno Miguel Domingues Soares,Sara Raquel Ferreira Salgado Soares,MUNDIAL,geral@mundialfm.pt,11-06-2039
423191,14-08-2003,"Rádio Clube de Alcoutim, Lda",Serro - Balurcos,8970-017,Cerro dos Balurcos,Alcoutim,Faro,,Rádio Clube de Alcoutim,Cerro - Balurcos,8970-017,Cerro dos Balurcos,Alcoutim,Faro,,94.4,Generalista,Local,Faro,Alcoutim,João Carlos da Silva Simões,Rúben Filipe Corvo Silva,RCA-SUL,rcasul94.3@gmail.com,16-09-2026
423192,14-08-2003,"EDR - Empresa de Difusão de Rádio, S.A.",Av. Combatentes da Grande Guerra - Edificio Lis - 10º Piso,2400-122,Leiria,Leiria,Leiria,,Rádio Observador Leiria,"Av. Combatentes da Grande Guerra, Edificio Lis 10 Piso",2400-122,Leiria,Leiria,Leiria,,94,Temático - Informativo,Local,Leiria,Leiria,Luís Miguel Chagas Vieira Martins,Luís Miguel Chagas Vieira Martins,OBSRVDOR,geral@radio94fm.pt,08-05-2039
423193,14-08-2003,"97.5 FM - Rádio Portel, Unipessoal, Lda.","R. da Misericórdia, 9",7000-651,Évora,Évora,Évora,,Rádio Maria Alentejo,"Estrada da Portela, 73, Piso 1, Esc. 9/10",2790-124,Carnaxide,Oeiras,Lisboa,,97.5,Generalista,Local,Évora,Portel,Marco Fernando da Silva Luís,Cláudia Margarida A. L. Santos Mirra,RMaria A,administracao@adefesa.org,06-11-2040
423195,16-09-2003,"RCCI - Radio Comunicação Criatividade e Imagem, Lda.","R. Abel Teixeira Pinto nº 7, salas 02/03 - Torres da Bela Vista",2660-206,Santo António dos Cavaleiros,Loures,Lisboa,,Tropical FM,"R. dos Lusíadas, 152",1300-369,Lisboa,Lisboa,Lisboa,,95.3,Generalista,Local,Setúbal,Moita,José Eduardo Barbetti,Andrea de Oliveira Duarte,TROPICAL,barbetti@tropicalfm.pt,08-05-2039
423196,19-09-2003,"Inforádio - Comunicação Social, S.A.","Praça Luís Ribeiro, 23 - C. Comercial América, Lj. 514",3700-172,São João da Madeira,São João da Madeira,Aveiro,,Informédia Rádio,"Praça Luis Ribeiro - Edº Parque América, 514",3700-172,São João da Madeira,São João da Madeira,Aveiro,,106.3,Generalista,Local,Aveiro,São João da Madeira,Joaquim Jardim,Ferreira Neto,IN4MEDIA,geral.informedia@gmail.com,11-06-2039
